sketch,f01,f02,f03,f04,f05,f06,f07,f08,f09,f10,f11,f12,f13
shape_1,-0.898216722048,0.439552863981,271.764604023408,0.827040742496,115.879247494968,-0.362446261155,0.932004671541,610.442150504911,6.28318530718,9.424777960769,4.773550034008,2.7578125,813
shape_2,-0.4472135955,-0.894427191,229.381777829016,0.83474079565,115.550854605234,-0.917345011096,0.398093118023,459.762533819385,7.853981633974,8.258433351551,2.801910581013,3.72265625,515
shape_3,0.0,1.0,457.831846860832,0.655296105687,102.142057938931,0.949657780128,0.313289164578,966.894431566308,-1.570796326795,8.571304275314,2.511303338828,12.86328125,812
shape_4,-0.090535746043,0.995893206468,245.595195392744,0.828598933732,73.790243257493,0.4472135955,0.894427191,528.373886216942,4.248741371384,9.203022124237,7.541458484552,4.84,828
shape_5,0.514495755428,-0.857492925713,518.822705748313,0.614199817461,244.6262455257,-0.44557770065,-0.895243270113,1185.269504830394,0.0,11.425071555349,4.042486294661,7.6640625,1156
shape_6,-0.391555164097,0.920154635629,505.887339236712,0.66208339039,249.160590784337,0.642156127084,0.766573876706,1122.427936016827,8.961130351769,18.507363193637,31.180510454694,9.195555555556,1531
shape_7,-0.242535625036,0.970142500145,255.007843016641,1.562953350357,255.0,0.0,1.0,255.33636615193,0.0,0.781541325908,0.169238100275,3.488888888889,438
shape_8,0.894427191,0.4472135955,246.343256453267,0.052796417699,246.343256453267,0.998606592857,0.052771893118,248.707918638685,0.0,6.110388208463,6.38117928561,1.890625,531
